batch_id,supplier_batch_label,supplier_id,part_id,quantity,manufacture_date,qc_pass_rate,weight_mean_g,weight_std_g,lead_time_days,batch_cost_usd,is_anomalous,anomaly_type,production_shift,operator_id,temperature_c,humidity_pct,material_lot,inspection_level,storage_location
BATCH-002234,LOT-7652-20,SUPP-010,PART-020,3948,2024-02-07T00:00:00,0.8805,5239.097,1.587,28,17132384.13,False,none,day,OP-006,24.750089979617336,52.056124060016415,MAT-8055,Standard,WH-A-07
BATCH-002235,LOT-2024-21,SUPP-010,PART-020,3402,2023-12-13T00:00:00,0.8816,5201.534,2.728,32,14040457.93,False,none,night,OP-095,23.444474845352367,67.73814745632555,MAT-8819,Standard,WH-B-39
BATCH-002236,LOT-4816-01,SUPP-010,PART-012,1766,2024-07-18T00:00:00,0.9093,845.29,1.856,21,4638423.18,False,none,evening,OP-057,19.380506427717663,69.96290696333539,MAT-3772,Standard,WH-C-06
BATCH-002237,LOT-8526-02,SUPP-010,PART-012,4911,2024-05-06T00:00:00,0.929,846.084,3.762,29,12335522.08,False,none,day,OP-075,20.710646794553657,56.88401566560758,MAT-1803,Enhanced,WH-B-08
BATCH-002238,LOT-1269-03,SUPP-010,PART-012,2890,2023-03-23T00:00:00,0.9476,853.59,3.021,36,7360591.72,False,none,night,OP-029,24.353284828753907,42.39861523304918,MAT-8900,Standard,WH-A-45
BATCH-002239,LOT-3426-04,SUPP-010,PART-012,2772,2024-10-01T00:00:00,0.9523,846.785,1.202,23,7046891.76,False,none,night,OP-092,20.927575627211507,65.86447270762129,MAT-6911,Standard,WH-C-46
BATCH-002240,LOT-6623-05,SUPP-010,PART-012,1741,2024-03-23T00:00:00,0.9475,849.669,1.131,36,4596743.28,False,none,night,OP-007,22.05605211731924,45.07423299721571,MAT-2721,Enhanced,WH-A-35
BATCH-002241,LOT-1266-06,SUPP-010,PART-012,3321,2023-09-01T00:00:00,0.9026,842.285,2.244,31,8870007.0,False,none,night,OP-047,20.813231632671535,66.62559758129598,MAT-9876,Standard,WH-C-05
BATCH-002242,LOT-8779-07,SUPP-010,PART-012,2682,2023-04-24T00:00:00,0.9335,847.778,2.595,24,7167930.23,False,none,night,OP-040,24.978732923478677,48.46815357888244,MAT-5852,Standard,WH-A-25
BATCH-002243,LOT-9271-08,SUPP-010,PART-012,4182,2023-04-17T00:00:00,0.9132,853.558,2.566,23,11331939.12,False,none,night,OP-096,22.622375217261133,62.843242530410215,MAT-7052,Standard,WH-B-39
BATCH-002244,LOT-9921-09,SUPP-010,PART-012,2698,2024-02-12T00:00:00,0.9239,848.963,0.68,19,6983476.06,False,none,day,OP-020,20.336621582583014,68.06341688949134,MAT-1958,Standard,WH-A-16
BATCH-002245,LOT-5874-10,SUPP-010,PART-012,1605,2023-11-13T00:00:00,0.9021,849.29,3.2,38,4137896.97,False,none,day,OP-060,24.61021369694309,52.90646136349123,MAT-8917,Standard,WH-A-12
BATCH-002246,LOT-4600-11,SUPP-010,PART-012,2917,2024-05-05T00:00:00,0.9002,848.406,3.94,33,7437160.1,False,none,night,OP-055,20.759981604692094,69.00472355010326,MAT-5787,Standard,WH-C-42
BATCH-002247,LOT-7610-12,SUPP-010,PART-012,4521,2022-10-14T00:00:00,0.9223,855.561,2.593,34,11628774.75,False,none,evening,OP-071,23.34573996738734,61.79915409900208,MAT-2981,Standard,WH-C-23
BATCH-002248,LOT-8658-13,SUPP-010,PART-012,3404,2024-07-09T00:00:00,0.9151,845.094,2.686,37,8676397.97,False,none,day,OP-086,20.882309372359643,61.96199558575439,MAT-7492,Enhanced,WH-B-25
BATCH-002249,LOT-8482-14,SUPP-010,PART-012,2627,2023-05-30T00:00:00,0.9143,849.535,1.464,31,7010876.4,False,none,day,OP-080,19.110557364192818,66.89232674326253,MAT-3163,Enhanced,WH-A-36
BATCH-002250,LOT-3907-15,SUPP-010,PART-012,4013,2024-01-10T00:00:00,0.937,850.587,2.293,22,10860174.94,False,none,day,OP-052,23.75834154835954,61.087440902672206,MAT-7110,Standard,WH-B-28
BATCH-002251,LOT-7902-16,SUPP-010,PART-012,3012,2023-06-21T00:00:00,0.9421,851.667,2.645,28,8093566.09,False,none,evening,OP-026,23.262008524746804,61.7551829340093,MAT-2693,Enhanced,WH-A-04
BATCH-002252,LOT-9394-17,SUPP-010,PART-012,4301,2023-09-13T00:00:00,0.9458,849.279,0.67,18,11240141.37,False,none,evening,OP-032,23.38395284470291,55.703462572261046,MAT-2554,Standard,WH-A-24
BATCH-002253,LOT-1534-18,SUPP-010,PART-012,4944,2024-06-29T00:00:00,0.9491,845.485,1.694,35,12918295.72,False,none,night,OP-009,21.348393701639736,44.86171192358027,MAT-3162,Standard,WH-B-14
BATCH-002254,LOT-3216-19,SUPP-010,PART-012,4987,2024-03-11T00:00:00,0.9296,849.288,2.807,33,12765505.41,False,none,day,OP-065,20.117606595956847,67.93975856906299,MAT-8710,Standard,WH-A-35
BATCH-002255,LOT-5161-20,SUPP-010,PART-012,2980,2024-03-07T00:00:00,0.952,848.915,0.981,28,8075782.62,False,none,night,OP-061,23.398270750033262,48.758393165920396,MAT-5484,Standard,WH-A-34
BATCH-002256,LOT-6394-21,SUPP-010,PART-012,1607,2024-08-20T00:00:00,0.957,853.741,2.749,38,3991075.07,False,none,day,OP-002,23.173792796696997,52.51177520714181,MAT-5106,Standard,WH-A-31
BATCH-002257,LOT-3504-22,SUPP-010,PART-012,3478,2023-03-29T00:00:00,0.9283,852.021,3.296,19,8725972.1,False,none,night,OP-001,19.119007229429087,68.51405648529894,MAT-1983,Standard,WH-A-10
BATCH-002258,LOT-9082-23,SUPP-010,PART-012,2300,2023-08-08T00:00:00,0.955,849.666,3.126,22,5997954.46,False,none,night,OP-010,20.95883028257466,49.74505410879275,MAT-8922,Standard,WH-B-44
BATCH-002259,LOT-9644-24,SUPP-010,PART-012,4305,2024-08-07T00:00:00,0.9163,850.804,1.836,28,11143782.53,False,none,evening,OP-094,19.32805809310919,43.37754485398838,MAT-5717,Enhanced,WH-A-37
BATCH-002260,LOT-3545-25,SUPP-010,PART-012,3460,2023-02-27T00:00:00,0.9481,850.879,2.975,38,9105999.11,False,none,evening,OP-079,21.089157338085965,51.79981145596841,MAT-4461,Standard,WH-A-19
BATCH-002261,LOT-1469-26,SUPP-010,PART-012,2004,2024-08-09T00:00:00,0.9326,849.679,1.351,21,5458858.06,False,none,day,OP-069,23.040979686982517,41.53716553355483,MAT-7847,Enhanced,WH-B-22
BATCH-002262,LOT-6404-27,SUPP-010,PART-012,4362,2024-01-27T00:00:00,0.9074,854.303,3.993,25,11569470.5,False,none,night,OP-079,24.138478495782874,42.12708810763711,MAT-3676,Standard,WH-B-02
BATCH-002263,LOT-1851-28,SUPP-010,PART-012,3080,2023-03-14T00:00:00,0.9336,853.124,3.727,19,8375217.81,False,none,day,OP-045,20.33614712804921,54.956377990409216,MAT-2286,Standard,WH-B-41
BATCH-002264,LOT-4380-29,SUPP-010,PART-012,3668,2024-02-24T00:00:00,0.923,846.638,2.5,19,9523092.23,False,none,day,OP-028,18.985780479811904,68.73528036931927,MAT-4255,Enhanced,WH-A-40
BATCH-002265,LOT-4670-30,SUPP-010,PART-012,2166,2024-10-20T00:00:00,0.9302,849.183,3.744,26,5706973.97,False,none,night,OP-066,19.951694465092206,63.9269135988925,MAT-6457,Enhanced,WH-B-22
BATCH-002266,LOT-5275-31,SUPP-010,PART-012,3728,2023-11-07T00:00:00,0.9153,848.312,1.185,30,9833054.3,False,none,night,OP-028,18.98042728503463,63.32761605153036,MAT-9723,Standard,WH-C-38
BATCH-002267,LOT-5105-01,SUPP-010,PART-024,4256,2024-09-20T00:00:00,0.911,855.264,1.894,36,7101196.76,False,none,day,OP-037,20.387289123451296,44.629437468912705,MAT-1995,Standard,WH-C-01
BATCH-002268,LOT-8157-02,SUPP-010,PART-024,4608,2023-04-05T00:00:00,0.9456,842.748,3.019,20,8003383.12,False,none,evening,OP-083,18.077514797257944,60.06200948382966,MAT-2988,Standard,WH-A-04
BATCH-002269,LOT-2876-03,SUPP-010,PART-024,2045,2023-11-24T00:00:00,0.9249,853.121,1.856,27,3640888.37,False,none,day,OP-030,22.299482981789264,60.38353351649219,MAT-9358,Standard,WH-C-06
BATCH-002270,LOT-9735-04,SUPP-010,PART-024,2196,2023-12-14T00:00:00,0.6802,951.257,4.068,36,3772744.21,True,process_deviation,evening,OP-068,19.444798597197547,45.636921009777254,MAT-6259,Enhanced,WH-C-13
BATCH-002271,LOT-1037-05,SUPP-010,PART-024,4734,2024-04-19T00:00:00,0.9564,846.925,3.299,27,7994980.94,False,none,evening,OP-094,24.690058395840676,58.594797858721044,MAT-7241,Standard,WH-C-33
BATCH-002272,LOT-9439-06,SUPP-010,PART-024,2062,2023-11-12T00:00:00,0.91,850.302,3.494,27,3493415.49,False,none,evening,OP-006,21.943669244388985,59.63096096729765,MAT-5830,Standard,WH-C-20
BATCH-002273,LOT-2459-07,SUPP-010,PART-024,4184,2024-08-16T00:00:00,0.8999,850.847,2.015,33,7249412.15,False,none,evening,OP-004,22.07791155736819,40.7070058324198,MAT-2061,Enhanced,WH-B-03
BATCH-002274,LOT-2648-08,SUPP-010,PART-024,4422,2023-09-27T00:00:00,0.9213,840.845,1.937,19,7323608.14,False,none,night,OP-098,19.172638459216536,47.67214683230337,MAT-3741,Standard,WH-B-17
BATCH-002275,LOT-9908-09,SUPP-010,PART-024,3213,2024-01-20T00:00:00,0.9259,847.787,3.911,26,5503959.15,False,none,day,OP-078,18.07752347553109,43.69580214663633,MAT-5464,Standard,WH-B-14
BATCH-002276,LOT-4014-10,SUPP-010,PART-024,2097,2023-05-01T00:00:00,0.9497,845.921,3.367,22,3512119.2,False,none,evening,OP-079,21.269007230164128,45.0120761775439,MAT-1712,Enhanced,WH-B-03
BATCH-002277,LOT-7701-11,SUPP-010,PART-024,2731,2023-12-22T00:00:00,0.9571,853.106,3.952,21,4778963.94,False,none,evening,OP-034,21.742433540038128,68.81111112057702,MAT-3956,Standard,WH-B-48
BATCH-002278,LOT-5899-12,SUPP-010,PART-024,2464,2024-08-21T00:00:00,0.9433,856.491,1.345,34,4055932.45,False,none,evening,OP-040,24.68915325718136,40.30789918851056,MAT-6621,Standard,WH-A-32
BATCH-002279,LOT-6624-13,SUPP-010,PART-024,2830,2024-08-06T00:00:00,0.9477,845.926,2.784,34,4840917.41,False,none,evening,OP-020,22.255600097104594,66.5127419766068,MAT-3607,Standard,WH-A-32
BATCH-002280,LOT-5640-14,SUPP-010,PART-024,4194,2024-04-04T00:00:00,0.943,848.042,2.621,25,7266734.48,False,none,day,OP-019,24.51566497339811,61.548983890930785,MAT-1634,Standard,WH-B-21
BATCH-002281,LOT-4541-15,SUPP-010,PART-024,2650,2023-05-16T00:00:00,0.9272,845.889,2.294,20,4784078.75,False,none,night,OP-059,21.063560556752087,42.494194837674094,MAT-7090,Standard,WH-C-33
BATCH-002282,LOT-6292-16,SUPP-010,PART-024,4671,2024-02-04T00:00:00,0.9163,843.719,2.076,23,8270783.26,False,none,evening,OP-025,23.98043831261335,65.13101904059303,MAT-5390,Standard,WH-C-02
BATCH-002283,LOT-3336-17,SUPP-010,PART-024,4858,2023-11-08T00:00:00,0.9098,846.765,1.109,26,8263786.95,False,none,day,OP-078,19.260269119822034,52.87858369012915,MAT-2114,Enhanced,WH-B-25
BATCH-002284,LOT-1574-18,SUPP-010,PART-024,1852,2024-09-07T00:00:00,0.9462,853.138,2.842,26,3193893.67,False,none,day,OP-001,24.11705559167652,60.65107975801244,MAT-6477,Standard,WH-B-04
BATCH-002285,LOT-6440-19,SUPP-010,PART-024,4248,2024-06-06T00:00:00,0.9228,851.64,0.874,21,7332177.02,False,none,night,OP-077,21.380083271373305,55.12721290369778,MAT-7304,Reduced,WH-B-10
BATCH-002286,LOT-5632-20,SUPP-010,PART-024,4763,2023-11-03T00:00:00,0.9113,851.186,3.801,26,8571582.52,False,none,evening,OP-065,18.026778321127086,66.34097550342786,MAT-9655,Standard,WH-C-08
BATCH-002287,LOT-3115-21,SUPP-010,PART-024,3534,2024-06-29T00:00:00,0.9127,852.698,1.401,30,6093431.47,False,none,day,OP-017,18.105138096518097,64.68805184418221,MAT-9376,Standard,WH-B-19
BATCH-002288,LOT-3251-22,SUPP-010,PART-024,2845,2024-04-14T00:00:00,0.9497,852.372,1.738,36,4737641.96,False,none,evening,OP-069,21.862407593131195,44.69498805925714,MAT-5961,Standard,WH-A-27
BATCH-002289,LOT-7433-23,SUPP-010,PART-024,2901,2024-02-08T00:00:00,0.9561,847.908,2.793,27,5033946.14,False,none,day,OP-006,19.815293899077282,51.29316934378867,MAT-6656,Reduced,WH-B-38
BATCH-002290,LOT-1969-24,SUPP-010,PART-024,1835,2024-05-29T00:00:00,0.9085,847.199,1.814,33,3013902.59,False,none,night,OP-023,23.15774185213378,67.14878895495843,MAT-7189,Standard,WH-B-30
BATCH-002291,LOT-9873-25,SUPP-010,PART-024,2111,2023-11-26T00:00:00,0.9545,847.828,1.068,29,3498802.56,False,none,evening,OP-094,19.064130012131542,53.05997321637646,MAT-9326,Enhanced,WH-B-49
BATCH-002292,LOT-1935-26,SUPP-010,PART-024,3455,2023-03-19T00:00:00,0.9561,846.646,2.417,22,5997080.1,False,none,evening,OP-048,23.227215902172258,44.312308396997715,MAT-2416,Enhanced,WH-B-11
BATCH-002293,LOT-6851-27,SUPP-010,PART-024,1925,2024-04-29T00:00:00,0.9582,854.334,2.839,18,3310105.11,False,none,night,OP-023,20.80840178931538,43.71067773411442,MAT-4213,Standard,WH-C-36
BATCH-002294,LOT-1224-28,SUPP-010,PART-024,3444,2024-07-26T00:00:00,0.9264,854.053,3.173,36,5949420.58,False,none,night,OP-001,18.91814556752897,45.769534384119794,MAT-2618,Standard,WH-C-35
BATCH-002295,LOT-3043-29,SUPP-010,PART-024,3646,2024-06-08T00:00:00,0.9205,844.226,2.232,29,6486056.64,False,none,day,OP-026,20.311095183397878,53.25172626714011,MAT-2979,Standard,WH-C-37
BATCH-002296,LOT-3688-30,SUPP-010,PART-024,4767,2024-06-19T00:00:00,0.9407,845.563,2.39,30,8182954.75,False,none,day,OP-028,24.346054679616262,50.3170603796962,MAT-8846,Standard,WH-A-14
BATCH-002297,LOT-6989-31,SUPP-010,PART-024,3258,2024-08-27T00:00:00,0.9229,847.549,1.156,24,5818910.92,False,none,day,OP-040,23.28932167910089,41.57322212927946,MAT-6507,Standard,WH-C-22
BATCH-002298,LOT-4075-01,SUPP-010,PART-025,2152,2024-03-05T00:00:00,0.8723,1197.129,1.463,25,3238958.66,False,none,day,OP-056,20.00526565400618,44.08108120015469,MAT-6647,Standard,WH-B-46
BATCH-002299,LOT-2890-02,SUPP-010,PART-025,3350,2024-08-06T00:00:00,0.9074,1213.271,1.74,30,5343956.59,False,none,evening,OP-033,24.134437490979813,40.22974691587077,MAT-5795,Standard,WH-C-04
BATCH-002300,LOT-7599-03,SUPP-010,PART-025,4336,2024-02-01T00:00:00,0.9142,1200.39,3.492,24,6575289.62,False,none,evening,OP-038,23.934965883259885,47.43769493754121,MAT-2250,Standard,WH-A-02
BATCH-002301,LOT-7958-04,SUPP-010,PART-025,2541,2023-12-13T00:00:00,0.8778,1208.081,2.368,21,3740703.52,False,none,night,OP-017,18.4626386769373,45.778137079223946,MAT-5890,Standard,WH-C-19
BATCH-002302,LOT-6234-05,SUPP-010,PART-025,4666,2023-06-23T00:00:00,0.9224,1189.558,1.828,31,7100862.96,False,none,day,OP-076,21.41596185085356,56.25918728550988,MAT-4804,Enhanced,WH-B-20
BATCH-002303,LOT-5890-06,SUPP-010,PART-025,2038,2024-05-08T00:00:00,0.9287,1188.52,2.748,27,3196490.66,False,none,evening,OP-074,22.62428113536323,53.56164711703118,MAT-4457,Standard,WH-C-07
BATCH-002304,LOT-7695-07,SUPP-010,PART-025,2954,2023-09-20T00:00:00,0.9072,1201.66,1.369,28,4588417.85,False,none,day,OP-007,19.3029189507343,47.93692682244476,MAT-3372,Standard,WH-C-07
BATCH-002305,LOT-5289-08,SUPP-010,PART-025,3776,2024-02-14T00:00:00,0.9255,1198.746,2.256,20,5655657.06,False,none,night,OP-038,20.65185466642215,61.245149526090486,MAT-6849,Standard,WH-B-07
BATCH-002306,LOT-4433-09,SUPP-010,PART-025,4323,2023-08-10T00:00:00,0.8923,1189.618,0.562,20,6729676.98,False,none,night,OP-019,19.59212012075379,66.83902170991807,MAT-7903,Standard,WH-C-14
BATCH-002307,LOT-2081-10,SUPP-010,PART-025,1659,2022-12-26T00:00:00,0.8891,1203.944,1.314,21,2602115.46,False,none,evening,OP-088,22.08275885035561,68.55213091060348,MAT-4201,Enhanced,WH-C-49
BATCH-002308,LOT-2200-11,SUPP-010,PART-025,4743,2024-09-12T00:00:00,0.8786,1197.054,1.414,34,7315508.81,False,none,night,OP-019,19.7253948355161,66.04952626356601,MAT-2352,Standard,WH-B-05
BATCH-002309,LOT-9077-12,SUPP-010,PART-025,3280,2023-01-11T00:00:00,0.9164,1196.487,2.822,19,4808227.79,False,none,day,OP-044,20.48029639037938,40.461105481263665,MAT-1539,Standard,WH-B-05
BATCH-002310,LOT-5554-13,SUPP-010,PART-025,1956,2023-11-16T00:00:00,0.871,1204.635,2.167,22,2925371.55,False,none,evening,OP-099,21.358960276142586,68.88498578858119,MAT-8169,Enhanced,WH-C-40
BATCH-002311,LOT-2236-14,SUPP-010,PART-025,2023,2022-08-30T00:00:00,0.9192,1208.362,2.592,19,3194609.5,False,none,night,OP-012,24.6636114711197,67.13481087251964,MAT-5127,Standard,WH-B-28
BATCH-002312,LOT-5431-15,SUPP-010,PART-025,4678,2023-10-11T00:00:00,0.87,1197.386,3.881,28,6796729.28,False,none,evening,OP-072,20.0744591420706,43.08952406073122,MAT-8634,Enhanced,WH-C-40
BATCH-002313,LOT-6992-16,SUPP-010,PART-025,1919,2024-06-30T00:00:00,0.9197,1203.27,1.985,28,2808298.6,False,none,night,OP-068,24.751740952653154,64.73354760239471,MAT-3999,Enhanced,WH-A-34
BATCH-002314,LOT-2057-17,SUPP-010,PART-025,2539,2024-05-18T00:00:00,0.8824,1194.881,3.083,31,3784787.76,False,none,day,OP-089,22.513467679504675,59.10120864612226,MAT-5633,Enhanced,WH-C-32
BATCH-002315,LOT-9757-18,SUPP-010,PART-025,3042,2023-10-06T00:00:00,0.8702,1194.764,1.73,27,4527310.18,False,none,night,OP-060,21.67361426297676,41.975120415377766,MAT-4135,Standard,WH-A-13
BATCH-002316,LOT-7365-19,SUPP-010,PART-025,2529,2023-11-23T00:00:00,0.8796,1209.917,2.297,27,4042159.13,False,none,evening,OP-097,23.232915248417676,64.2772545040045,MAT-3031,Standard,WH-C-02
BATCH-002317,LOT-6801-20,SUPP-010,PART-025,2502,2024-01-19T00:00:00,0.8952,1202.705,1.717,23,3987465.6,False,none,night,OP-011,23.99782765308558,56.89048216058005,MAT-1193,Enhanced,WH-C-37
BATCH-002318,LOT-1615-21,SUPP-010,PART-025,1561,2024-01-13T00:00:00,0.8801,1188.083,3.512,24,2503478.21,False,none,evening,OP-070,24.683087258019636,45.455409189093714,MAT-5561,Standard,WH-B-33
BATCH-002319,LOT-5936-22,SUPP-010,PART-025,3591,2023-09-25T00:00:00,0.9116,1195.926,0.654,28,5603004.54,False,none,evening,OP-058,24.408378246764705,61.60815708353246,MAT-9572,Enhanced,WH-B-45
BATCH-002320,LOT-5431-23,SUPP-010,PART-025,3901,2024-05-24T00:00:00,0.9299,1199.01,2.356,20,6044697.34,False,none,day,OP-016,22.481643507195432,69.640591617559,MAT-7527,Standard,WH-C-22
BATCH-002321,LOT-2045-01,SUPP-010,PART-003,4434,2024-07-08T00:00:00,0.8743,421.974,1.586,34,16424838.56,False,none,night,OP-079,18.285038455600777,42.72319793125635,MAT-9578,Standard,WH-A-12
BATCH-002322,LOT-9433-02,SUPP-010,PART-003,2270,2024-02-15T00:00:00,0.8989,421.322,3.063,30,8654741.5,False,none,night,OP-038,18.838264568908276,56.30700322885511,MAT-2433,Enhanced,WH-B-25
BATCH-002323,LOT-4657-03,SUPP-010,PART-003,2172,2024-09-30T00:00:00,0.8863,416.645,2.138,24,7859772.34,False,none,day,OP-013,21.97828006328403,67.92559367284014,MAT-2925,Standard,WH-B-29
BATCH-002324,LOT-1452-04,SUPP-010,PART-003,1750,2023-04-13T00:00:00,0.8951,416.877,3.345,25,6419651.73,False,none,evening,OP-067,21.628741140962873,47.3881876569692,MAT-3550,Standard,WH-C-48
BATCH-002325,LOT-4794-05,SUPP-010,PART-003,2795,2024-09-15T00:00:00,0.8909,422.33,0.699,26,10094318.55,False,none,day,OP-060,22.915668075463017,67.93136048977132,MAT-6229,Standard,WH-B-10
BATCH-002326,LOT-4581-06,SUPP-010,PART-003,3365,2023-10-09T00:00:00,0.8514,421.034,2.113,25,12005130.0,False,none,night,OP-021,20.678733170330975,59.98122412464053,MAT-7947,Standard,WH-A-04
BATCH-002327,LOT-8205-07,SUPP-010,PART-003,4919,2023-10-08T00:00:00,0.8438,423.219,2.931,19,18455343.93,False,none,evening,OP-081,22.85450106943072,55.329580221772545,MAT-5519,Standard,WH-A-40
BATCH-002328,LOT-7754-08,SUPP-010,PART-003,3673,2023-12-05T00:00:00,0.8417,419.361,1.461,28,13568132.01,False,none,day,OP-027,21.07610005193829,55.4838343097469,MAT-7934,Reduced,WH-B-27
BATCH-002329,LOT-6840-09,SUPP-010,PART-003,3202,2024-07-06T00:00:00,0.8535,420.707,1.259,28,11960803.82,False,none,night,OP-092,22.591391351744925,68.83192209274354,MAT-6674,Reduced,WH-A-34
BATCH-002330,LOT-8201-10,SUPP-010,PART-003,4461,2023-06-14T00:00:00,0.8748,419.519,0.802,36,15917787.48,False,none,evening,OP-044,22.312241301332687,45.02446039901613,MAT-6228,Standard,WH-A-22
BATCH-002331,LOT-1892-11,SUPP-010,PART-003,2053,2023-11-26T00:00:00,0.8587,418.528,0.937,24,7693270.27,False,none,evening,OP-077,22.822947776034816,51.66862870512087,MAT-9834,Standard,WH-B-01
BATCH-002332,LOT-2920-12,SUPP-010,PART-003,1611,2024-07-29T00:00:00,0.8903,415.086,1.201,33,5771780.39,False,none,night,OP-072,18.727279805903233,66.505261367448,MAT-8287,Standard,WH-C-07
BATCH-002333,LOT-6247-13,SUPP-010,PART-003,4778,2024-01-01T00:00:00,0.8749,421.721,2.2,36,17024382.54,False,none,day,OP-099,19.491268199478068,62.474660606262574,MAT-3701,Standard,WH-B-18
BATCH-002334,LOT-6367-14,SUPP-010,PART-003,3185,2024-03-15T00:00:00,0.8486,419.602,3.417,37,11663613.24,False,none,day,OP-041,20.98715700487731,54.37063169658912,MAT-7477,Standard,WH-B-12
BATCH-002335,LOT-3015-15,SUPP-010,PART-003,5261,2024-07-15T00:00:00,0.8918,420.642,2.702,25,19398937.2,False,none,day,OP-006,22.713763190711344,42.375823497084646,MAT-9417,Enhanced,WH-B-47
BATCH-002336,LOT-8982-16,SUPP-010,PART-003,1716,2024-02-10T00:00:00,0.8579,420.074,1.945,22,6326538.44,False,none,evening,OP-050,19.59997966554886,57.186217078556396,MAT-2410,Standard,WH-A-44
BATCH-002337,LOT-8295-17,SUPP-010,PART-003,2806,2023-05-15T00:00:00,0.8515,420.131,3.899,33,9862808.53,False,none,night,OP-063,21.534749747920657,62.637493525253696,MAT-1472,Standard,WH-A-37
BATCH-002338,LOT-1676-18,SUPP-010,PART-003,3709,2023-07-02T00:00:00,0.8974,421.53,3.217,27,13501830.4,False,none,night,OP-024,19.419041918646844,49.78972476913208,MAT-7657,Enhanced,WH-C-49
BATCH-002339,LOT-1355-19,SUPP-010,PART-003,3324,2023-08-25T00:00:00,0.8947,422.332,0.795,32,12675942.94,False,none,evening,OP-011,22.20218025788344,47.863092863861525,MAT-3166,Standard,WH-C-16
BATCH-002340,LOT-7919-20,SUPP-010,PART-003,1875,2022-10-06T00:00:00,0.8599,417.067,1.469,24,6985359.2,False,none,night,OP-063,23.49881896103722,50.66827821781675,MAT-6565,Standard,WH-A-23
BATCH-002341,LOT-3641-21,SUPP-010,PART-003,1639,2023-09-10T00:00:00,0.8491,422.843,1.677,21,5987993.38,False,none,day,OP-031,22.303018475016422,57.072602867572954,MAT-8335,Standard,WH-B-08
BATCH-002342,LOT-7297-22,SUPP-010,PART-003,3120,2024-07-07T00:00:00,0.8887,415.642,3.396,21,11571559.12,False,none,evening,OP-052,23.99218561863085,42.164255115899,MAT-1178,Standard,WH-C-16
BATCH-002343,LOT-3159-23,SUPP-010,PART-003,4334,2023-06-06T00:00:00,0.8772,420.374,1.752,18,15068748.35,False,none,day,OP-070,21.50757086768928,63.666619850369145,MAT-5473,Enhanced,WH-B-34
BATCH-002344,LOT-8789-24,SUPP-010,PART-003,2228,2024-03-01T00:00:00,0.8494,413.908,3.225,31,8064466.5,False,none,evening,OP-086,21.073940992656638,50.40585938506554,MAT-1873,Enhanced,WH-B-41
BATCH-002345,LOT-8345-25,SUPP-010,PART-003,2459,2024-05-22T00:00:00,0.8482,419.298,0.942,29,8663175.26,False,none,night,OP-060,22.79178467739077,61.61180888187221,MAT-9133,Enhanced,WH-C-27
BATCH-002346,LOT-5439-26,SUPP-010,PART-003,2944,2024-01-04T00:00:00,0.8704,418.352,3.144,26,10332134.74,False,none,night,OP-018,18.636784374348508,62.41392371513988,MAT-7734,Standard,WH-A-22
BATCH-002347,LOT-1900-27,SUPP-010,PART-003,1651,2023-03-29T00:00:00,0.9016,421.08,1.906,19,6227708.53,False,none,day,OP-071,24.917538798185383,54.70100888688475,MAT-5289,Enhanced,WH-A-44
BATCH-002348,LOT-5758-28,SUPP-010,PART-003,4759,2024-01-02T00:00:00,0.8577,422.53,2.786,32,16974565.79,False,none,evening,OP-076,20.282081981562328,41.08546172605806,MAT-8058,Standard,WH-A-21
BATCH-002349,LOT-5002-29,SUPP-010,PART-003,2571,2024-06-03T00:00:00,0.8504,422.505,1.694,22,9551014.48,False,none,day,OP-030,22.64990686221682,45.37838528954537,MAT-1233,Standard,WH-A-14
BATCH-002350,LOT-8893-30,SUPP-010,PART-003,4740,2023-08-14T00:00:00,0.8876,421.493,2.119,28,17404376.36,False,none,night,OP-018,23.699858647247204,52.77080225681408,MAT-5095,Enhanced,WH-C-09
BATCH-002351,LOT-8929-31,SUPP-010,PART-003,3505,2023-08-29T00:00:00,0.8885,421.024,0.578,28,12992713.6,False,none,night,OP-097,18.780072292128647,58.06275917636869,MAT-3052,Reduced,WH-C-37
BATCH-002352,LOT-5482-32,SUPP-010,PART-003,3683,2023-08-20T00:00:00,0.8881,420.831,1.23,28,12975040.71,False,none,day,OP-083,20.632054887909472,54.90063313030361,MAT-4508,Standard,WH-B-41
BATCH-002353,LOT-3775-33,SUPP-010,PART-003,4404,2024-04-01T00:00:00,0.8687,423.278,3.001,20,15850606.84,False,none,night,OP-062,21.12582306468383,46.28480571855816,MAT-6502,Enhanced,WH-A-28
BATCH-002354,LOT-7388-34,SUPP-010,PART-003,3533,2024-03-13T00:00:00,0.8567,422.447,1.074,36,13283289.41,False,none,night,OP-049,18.28381934285706,65.73069000421728,MAT-4499,Standard,WH-A-21
BATCH-002355,VZ5253,SUPP-011,PART-010,1950,2023-08-21T00:00:00,0.8942,3184.648,2.956,15,7245450.09,False,none,night,OP-056,20.09139815222964,42.88888036048816,MAT-4251,Enhanced,WH-C-29
BATCH-002356,HY4459,SUPP-011,PART-010,2841,2022-10-24T00:00:00,0.9034,3198.366,3.947,17,9982535.55,False,none,night,OP-037,19.73725360770343,51.88454127229413,MAT-1345,Standard,WH-A-34
