vin,model,segment,color,trim_level,engine_type,assembly_date,assembly_shift,assembly_line,target_market,planned_delivery_date,msrp_usd,production_sequence,quality_gate_passed
VIN104667,CityHatch-C5,Compact,Red,Base,ICE,2024-12-24T00:00:00,day,Line_1,Domestic,2025-01-30T00:00:00,51816,4667,True
VIN104668,CityHatch-C5,Compact,Black,Luxury,ICE,2024-01-28T00:00:00,day,Line_1,Domestic,2024-03-04T00:00:00,73366,4668,True
VIN104669,EcoSedan-X1,Compact,Green,Sport,Hybrid,2024-03-22T00:00:00,night,Line_2,Domestic,2024-04-05T00:00:00,84777,4669,True
VIN104670,CityHatch-C5,Compact,Blue,Luxury,ICE,2024-04-27T00:00:00,evening,Line_1,Domestic,2024-06-06T00:00:00,66283,4670,True
VIN104671,CityHatch-C5,Compact,White,Sport,ICE,2024-07-31T00:00:00,night,Line_2,Domestic,2024-08-15T00:00:00,43930,4671,True
VIN104672,LuxurySUV-L4,Premium SUV,Black,Sport,ICE,2024-07-02T00:00:00,evening,Line_2,Premium Export,2024-08-05T00:00:00,59338,4672,True
VIN104673,EcoSedan-X1,Compact,Black,Base,ICE,2024-08-29T00:00:00,day,Line_1,Domestic,2024-09-24T00:00:00,57394,4673,True
VIN104674,LuxurySUV-L4,Premium SUV,White,Base,ICE,2024-12-15T00:00:00,day,Line_2,Premium Export,2025-01-25T00:00:00,96470,4674,True
VIN104675,EcoSedan-X1,Compact,Black,Base,ICE,2024-10-17T00:00:00,day,Line_2,Export,2024-11-10T00:00:00,75279,4675,True
VIN104676,WorkTruck-T6,Commercial,Black,Base,ICE,2024-06-25T00:00:00,day,Line_1,Commercial Export,2024-07-24T00:00:00,99998,4676,True
VIN104677,CityHatch-C5,Compact,Silver,Base,ICE,2024-04-15T00:00:00,day,Line_1,Domestic,2024-05-05T00:00:00,48717,4677,True
VIN104678,CityHatch-C5,Compact,White,Premium,Hybrid,2024-11-15T00:00:00,day,Line_2,Domestic,2024-12-10T00:00:00,83357,4678,True
VIN104679,EcoSedan-X1,Compact,Gray,Luxury,ICE,2024-08-05T00:00:00,day,Line_1,Export,2024-09-15T00:00:00,52598,4679,True
VIN104680,SportSedan-S2,Mid-size,Blue,Sport,ICE,2024-11-25T00:00:00,night,Line_2,Premium Export,2024-12-27T00:00:00,100451,4680,True
VIN104681,SportSedan-S2,Mid-size,Black,Base,Hybrid,2024-05-16T00:00:00,night,Line_1,Premium Export,2024-06-19T00:00:00,99842,4681,True
VIN104682,SportSedan-S2,Mid-size,Black,Sport,Electric,2024-11-14T00:00:00,day,Line_1,Domestic,2024-12-21T00:00:00,77204,4682,True
VIN104683,CityHatch-C5,Compact,White,Base,ICE,2024-11-07T00:00:00,night,Line_1,Domestic,2024-12-08T00:00:00,74433,4683,True
VIN104684,FamilySUV-M3,SUV,Blue,Sport,ICE,2024-01-06T00:00:00,day,Line_1,Export,2024-02-16T00:00:00,113591,4684,True
VIN104685,CityHatch-C5,Compact,Gray,Premium,ICE,2024-07-19T00:00:00,day,Line_1,Domestic,2024-08-29T00:00:00,46161,4685,True
VIN104686,LuxurySUV-L4,Premium SUV,White,Sport,Hybrid,2024-11-25T00:00:00,evening,Line_2,Premium Export,2024-12-16T00:00:00,55499,4686,True
VIN104687,SportSedan-S2,Mid-size,White,Base,ICE,2024-03-01T00:00:00,day,Line_2,Domestic,2024-04-01T00:00:00,93311,4687,True
VIN104688,CityHatch-C5,Compact,Black,Sport,ICE,2024-09-05T00:00:00,night,Line_1,Domestic,2024-10-05T00:00:00,39344,4688,True
VIN104689,EcoSedan-X1,Compact,White,Base,ICE,2024-04-26T00:00:00,night,Line_2,Domestic,2024-05-14T00:00:00,71997,4689,True
VIN104690,WorkTruck-T6,Commercial,Gray,Sport,Hybrid,2024-12-18T00:00:00,evening,Line_2,Domestic,2025-01-11T00:00:00,84367,4690,True
VIN104691,LuxurySUV-L4,Premium SUV,Silver,Base,Hybrid,2024-05-31T00:00:00,day,Line_2,Premium Export,2024-06-17T00:00:00,55507,4691,True
VIN104692,CityHatch-C5,Compact,Red,Base,Hybrid,2024-09-22T00:00:00,evening,Line_2,Domestic,2024-10-23T00:00:00,60970,4692,True
VIN104693,EcoSedan-X1,Compact,Black,Sport,ICE,2024-06-23T00:00:00,night,Line_2,Domestic,2024-08-06T00:00:00,82161,4693,True
VIN104694,WorkTruck-T6,Commercial,Blue,Base,Electric,2024-07-27T00:00:00,day,Line_2,Domestic,2024-09-03T00:00:00,74216,4694,True
VIN104695,WorkTruck-T6,Commercial,Brown,Base,ICE,2024-10-05T00:00:00,night,Line_1,Commercial Export,2024-10-24T00:00:00,61607,4695,True
VIN104696,EcoSedan-X1,Compact,Red,Sport,Hybrid,2024-01-19T00:00:00,night,Line_1,Export,2024-03-01T00:00:00,57606,4696,True
VIN104697,SportSedan-S2,Mid-size,Gray,Sport,Hybrid,2024-08-08T00:00:00,night,Line_2,Domestic,2024-09-10T00:00:00,97382,4697,True
VIN104698,SportSedan-S2,Mid-size,White,Base,Hybrid,2024-04-14T00:00:00,night,Line_2,Domestic,2024-05-03T00:00:00,90602,4698,True
VIN104699,EcoSedan-X1,Compact,Silver,Base,ICE,2024-04-11T00:00:00,night,Line_2,Export,2024-05-05T00:00:00,74829,4699,True
VIN104700,FamilySUV-M3,SUV,Black,Luxury,ICE,2024-05-04T00:00:00,day,Line_1,Export,2024-05-25T00:00:00,48809,4700,True
VIN104701,CityHatch-C5,Compact,Brown,Sport,ICE,2024-01-06T00:00:00,evening,Line_2,Domestic,2024-01-23T00:00:00,69332,4701,True
VIN104702,SportSedan-S2,Mid-size,Red,Luxury,ICE,2024-01-11T00:00:00,day,Line_1,Premium Export,2024-02-15T00:00:00,101872,4702,True
VIN104703,CityHatch-C5,Compact,Silver,Premium,Hybrid,2024-10-22T00:00:00,evening,Line_2,Domestic,2024-11-25T00:00:00,89617,4703,True
VIN104704,EcoSedan-X1,Compact,Black,Premium,Electric,2024-01-31T00:00:00,evening,Line_2,Domestic,2024-02-17T00:00:00,63185,4704,True
VIN104705,FamilySUV-M3,SUV,White,Sport,Hybrid,2024-10-01T00:00:00,night,Line_1,Domestic,2024-11-08T00:00:00,66099,4705,True
VIN104706,LuxurySUV-L4,Premium SUV,Gray,Luxury,Electric,2024-01-24T00:00:00,day,Line_1,Premium Export,2024-02-16T00:00:00,54491,4706,True
VIN104707,LuxurySUV-L4,Premium SUV,Gray,Sport,ICE,2024-05-05T00:00:00,evening,Line_2,Premium Export,2024-05-22T00:00:00,98279,4707,True
VIN104708,LuxurySUV-L4,Premium SUV,White,Sport,ICE,2024-08-13T00:00:00,day,Line_1,Premium Export,2024-09-20T00:00:00,114567,4708,True
VIN104709,EcoSedan-X1,Compact,White,Base,ICE,2024-04-04T00:00:00,evening,Line_1,Domestic,2024-05-01T00:00:00,91048,4709,True
VIN104710,WorkTruck-T6,Commercial,Black,Base,ICE,2024-10-08T00:00:00,night,Line_2,Domestic,2024-10-24T00:00:00,78134,4710,True
VIN104711,EcoSedan-X1,Compact,White,Sport,ICE,2024-03-15T00:00:00,day,Line_1,Export,2024-04-14T00:00:00,95387,4711,True
VIN104712,WorkTruck-T6,Commercial,White,Sport,ICE,2024-09-28T00:00:00,evening,Line_1,Commercial Export,2024-10-16T00:00:00,102686,4712,True
VIN104713,CityHatch-C5,Compact,Green,Sport,ICE,2024-04-11T00:00:00,evening,Line_2,Domestic,2024-05-03T00:00:00,73562,4713,True
VIN104714,EcoSedan-X1,Compact,White,Base,ICE,2024-07-02T00:00:00,day,Line_1,Domestic,2024-07-18T00:00:00,99237,4714,True
VIN104715,FamilySUV-M3,SUV,Black,Sport,Electric,2024-11-18T00:00:00,night,Line_1,Export,2024-12-07T00:00:00,45399,4715,True
VIN104716,CityHatch-C5,Compact,Black,Base,ICE,2024-09-29T00:00:00,night,Line_1,Domestic,2024-11-10T00:00:00,42529,4716,True
VIN104717,CityHatch-C5,Compact,Silver,Base,Hybrid,2024-11-04T00:00:00,evening,Line_1,Domestic,2024-12-11T00:00:00,64657,4717,True
VIN104718,EcoSedan-X1,Compact,Gray,Base,Hybrid,2024-09-07T00:00:00,night,Line_2,Export,2024-10-06T00:00:00,66700,4718,True
VIN104719,SportSedan-S2,Mid-size,Black,Luxury,ICE,2024-03-04T00:00:00,night,Line_1,Domestic,2024-03-28T00:00:00,75226,4719,True
VIN104720,FamilySUV-M3,SUV,Gray,Luxury,ICE,2024-12-12T00:00:00,day,Line_1,Export,2025-01-20T00:00:00,66017,4720,True
VIN104721,WorkTruck-T6,Commercial,Black,Luxury,Hybrid,2024-01-20T00:00:00,night,Line_1,Commercial Export,2024-02-04T00:00:00,84358,4721,True
VIN104722,SportSedan-S2,Mid-size,Blue,Base,Hybrid,2024-07-17T00:00:00,evening,Line_1,Domestic,2024-08-08T00:00:00,86101,4722,True
VIN104723,FamilySUV-M3,SUV,Blue,Base,ICE,2024-05-03T00:00:00,day,Line_2,Domestic,2024-06-10T00:00:00,59638,4723,True
VIN104724,WorkTruck-T6,Commercial,Black,Luxury,ICE,2024-08-23T00:00:00,evening,Line_2,Domestic,2024-10-06T00:00:00,103423,4724,True
VIN104725,FamilySUV-M3,SUV,Silver,Premium,ICE,2024-03-22T00:00:00,night,Line_2,Export,2024-04-26T00:00:00,111968,4725,True
VIN104726,EcoSedan-X1,Compact,Brown,Base,ICE,2024-07-07T00:00:00,evening,Line_2,Domestic,2024-08-13T00:00:00,90061,4726,True
VIN104727,SportSedan-S2,Mid-size,White,Base,ICE,2024-04-25T00:00:00,night,Line_2,Domestic,2024-05-21T00:00:00,94212,4727,True
VIN104728,SportSedan-S2,Mid-size,Silver,Base,Hybrid,2024-02-14T00:00:00,day,Line_2,Premium Export,2024-03-22T00:00:00,116207,4728,True
VIN104729,FamilySUV-M3,SUV,Silver,Base,ICE,2024-12-13T00:00:00,evening,Line_2,Export,2025-01-03T00:00:00,96575,4729,True
VIN104730,CityHatch-C5,Compact,Green,Base,ICE,2024-12-30T00:00:00,night,Line_2,Domestic,2025-01-19T00:00:00,90389,4730,True
VIN104731,FamilySUV-M3,SUV,Silver,Premium,ICE,2024-07-22T00:00:00,night,Line_2,Export,2024-08-09T00:00:00,90193,4731,True
VIN104732,LuxurySUV-L4,Premium SUV,White,Luxury,Hybrid,2024-06-19T00:00:00,night,Line_1,Premium Export,2024-08-02T00:00:00,96315,4732,True
VIN104733,FamilySUV-M3,SUV,White,Sport,ICE,2024-10-17T00:00:00,day,Line_2,Domestic,2024-11-09T00:00:00,103820,4733,True
VIN104734,LuxurySUV-L4,Premium SUV,Blue,Luxury,Hybrid,2024-12-19T00:00:00,evening,Line_2,Premium Export,2025-01-19T00:00:00,112812,4734,True
VIN104735,CityHatch-C5,Compact,White,Sport,ICE,2024-05-12T00:00:00,night,Line_1,Domestic,2024-06-25T00:00:00,62837,4735,True
VIN104736,CityHatch-C5,Compact,White,Base,Electric,2024-01-04T00:00:00,night,Line_2,Domestic,2024-01-29T00:00:00,61130,4736,True
VIN104737,CityHatch-C5,Compact,Brown,Sport,ICE,2024-01-04T00:00:00,day,Line_2,Domestic,2024-01-28T00:00:00,65781,4737,True
VIN104738,FamilySUV-M3,SUV,Red,Luxury,ICE,2024-04-21T00:00:00,day,Line_1,Domestic,2024-06-01T00:00:00,99159,4738,True
VIN104739,CityHatch-C5,Compact,White,Base,Electric,2024-09-30T00:00:00,evening,Line_1,Domestic,2024-11-02T00:00:00,64289,4739,True
VIN104740,FamilySUV-M3,SUV,Gray,Base,Hybrid,2024-04-29T00:00:00,evening,Line_1,Domestic,2024-05-18T00:00:00,105600,4740,True
VIN104741,EcoSedan-X1,Compact,Silver,Luxury,Electric,2024-05-30T00:00:00,day,Line_1,Export,2024-06-17T00:00:00,86296,4741,True
VIN104742,LuxurySUV-L4,Premium SUV,Blue,Base,ICE,2024-03-14T00:00:00,evening,Line_2,Premium Export,2024-04-07T00:00:00,50041,4742,True
VIN104743,WorkTruck-T6,Commercial,Blue,Base,ICE,2024-08-08T00:00:00,evening,Line_1,Commercial Export,2024-08-30T00:00:00,60171,4743,False
VIN104744,SportSedan-S2,Mid-size,Brown,Sport,ICE,2024-03-18T00:00:00,evening,Line_2,Domestic,2024-04-25T00:00:00,116171,4744,True
VIN104745,FamilySUV-M3,SUV,Black,Luxury,ICE,2024-06-22T00:00:00,night,Line_1,Export,2024-07-17T00:00:00,65925,4745,False
VIN104746,FamilySUV-M3,SUV,Gray,Luxury,ICE,2024-11-23T00:00:00,night,Line_2,Export,2024-12-25T00:00:00,74795,4746,True
VIN104747,FamilySUV-M3,SUV,Silver,Sport,Hybrid,2024-02-18T00:00:00,night,Line_1,Export,2024-03-24T00:00:00,103632,4747,True
VIN104748,CityHatch-C5,Compact,Silver,Base,Hybrid,2024-10-28T00:00:00,day,Line_1,Domestic,2024-12-01T00:00:00,85874,4748,True
VIN104749,FamilySUV-M3,SUV,Red,Luxury,Hybrid,2024-10-16T00:00:00,day,Line_1,Domestic,2024-11-05T00:00:00,58166,4749,True
VIN104750,CityHatch-C5,Compact,Gray,Sport,ICE,2024-04-29T00:00:00,day,Line_1,Domestic,2024-05-21T00:00:00,90002,4750,True
VIN104751,FamilySUV-M3,SUV,White,Premium,ICE,2024-10-07T00:00:00,evening,Line_1,Export,2024-11-06T00:00:00,115671,4751,True
VIN104752,EcoSedan-X1,Compact,Silver,Luxury,Hybrid,2024-09-29T00:00:00,day,Line_1,Export,2024-10-22T00:00:00,47306,4752,True
VIN104753,CityHatch-C5,Compact,Black,Premium,Hybrid,2024-05-02T00:00:00,day,Line_1,Domestic,2024-05-18T00:00:00,74000,4753,True
VIN104754,CityHatch-C5,Compact,Red,Luxury,ICE,2024-05-01T00:00:00,evening,Line_2,Domestic,2024-05-21T00:00:00,50332,4754,False
VIN104755,SportSedan-S2,Mid-size,White,Premium,ICE,2024-09-06T00:00:00,night,Line_1,Domestic,2024-09-25T00:00:00,50957,4755,True
VIN104756,CityHatch-C5,Compact,Gray,Luxury,ICE,2024-04-12T00:00:00,evening,Line_2,Domestic,2024-05-18T00:00:00,65149,4756,True
VIN104757,FamilySUV-M3,SUV,White,Sport,ICE,2024-10-30T00:00:00,evening,Line_2,Export,2024-12-12T00:00:00,70591,4757,True
VIN104758,CityHatch-C5,Compact,Gray,Base,ICE,2024-04-19T00:00:00,night,Line_2,Domestic,2024-05-13T00:00:00,49340,4758,True
VIN104759,WorkTruck-T6,Commercial,Silver,Sport,ICE,2024-02-05T00:00:00,night,Line_2,Domestic,2024-03-12T00:00:00,56948,4759,True
VIN104760,EcoSedan-X1,Compact,White,Sport,ICE,2024-07-17T00:00:00,evening,Line_2,Domestic,2024-08-16T00:00:00,49260,4760,True
VIN104761,CityHatch-C5,Compact,Silver,Luxury,ICE,2024-11-20T00:00:00,evening,Line_1,Domestic,2025-01-02T00:00:00,55452,4761,True
VIN104762,FamilySUV-M3,SUV,Red,Sport,Hybrid,2024-03-04T00:00:00,evening,Line_1,Domestic,2024-03-24T00:00:00,84564,4762,True
VIN104763,LuxurySUV-L4,Premium SUV,Red,Sport,Hybrid,2024-03-04T00:00:00,day,Line_1,Premium Export,2024-04-04T00:00:00,101062,4763,True
VIN104764,CityHatch-C5,Compact,Brown,Base,ICE,2024-07-10T00:00:00,day,Line_1,Domestic,2024-07-28T00:00:00,48743,4764,True
VIN104765,EcoSedan-X1,Compact,Brown,Luxury,Electric,2024-09-24T00:00:00,evening,Line_2,Domestic,2024-10-18T00:00:00,47563,4765,True
VIN104766,FamilySUV-M3,SUV,Silver,Sport,Hybrid,2024-07-20T00:00:00,night,Line_2,Export,2024-08-21T00:00:00,71707,4766,True
VIN104767,EcoSedan-X1,Compact,Blue,Base,ICE,2024-12-18T00:00:00,night,Line_2,Export,2025-01-31T00:00:00,65906,4767,True
VIN104768,LuxurySUV-L4,Premium SUV,Red,Base,ICE,2024-08-09T00:00:00,day,Line_1,Premium Export,2024-08-25T00:00:00,119007,4768,True
VIN104769,CityHatch-C5,Compact,White,Luxury,ICE,2024-01-20T00:00:00,night,Line_1,Domestic,2024-02-27T00:00:00,56742,4769,True
VIN104770,EcoSedan-X1,Compact,White,Base,ICE,2024-05-20T00:00:00,night,Line_1,Domestic,2024-06-24T00:00:00,96701,4770,True
VIN104771,FamilySUV-M3,SUV,White,Premium,ICE,2024-01-23T00:00:00,night,Line_2,Domestic,2024-02-26T00:00:00,59487,4771,True
VIN104772,FamilySUV-M3,SUV,Blue,Base,ICE,2024-02-12T00:00:00,evening,Line_2,Domestic,2024-03-26T00:00:00,71781,4772,True
VIN104773,EcoSedan-X1,Compact,Black,Luxury,ICE,2024-08-02T00:00:00,evening,Line_1,Domestic,2024-08-30T00:00:00,76029,4773,True
VIN104774,SportSedan-S2,Mid-size,White,Premium,ICE,2024-01-21T00:00:00,evening,Line_2,Domestic,2024-03-04T00:00:00,92109,4774,True
VIN104775,EcoSedan-X1,Compact,White,Base,Hybrid,2024-03-29T00:00:00,night,Line_2,Domestic,2024-04-26T00:00:00,52145,4775,True
VIN104776,LuxurySUV-L4,Premium SUV,Brown,Luxury,Hybrid,2024-10-05T00:00:00,day,Line_2,Premium Export,2024-11-12T00:00:00,119290,4776,True
VIN104777,EcoSedan-X1,Compact,Silver,Sport,ICE,2024-04-20T00:00:00,day,Line_2,Export,2024-05-04T00:00:00,67599,4777,True
VIN104778,LuxurySUV-L4,Premium SUV,Other,Sport,Hybrid,2024-01-13T00:00:00,evening,Line_1,Premium Export,2024-01-27T00:00:00,58135,4778,True
VIN104779,CityHatch-C5,Compact,Gray,Luxury,Hybrid,2024-11-21T00:00:00,evening,Line_2,Domestic,2024-12-24T00:00:00,52538,4779,True
VIN104780,SportSedan-S2,Mid-size,White,Sport,ICE,2024-09-27T00:00:00,day,Line_2,Domestic,2024-11-04T00:00:00,57779,4780,True
VIN104781,FamilySUV-M3,SUV,Gray,Sport,ICE,2024-02-18T00:00:00,evening,Line_2,Domestic,2024-03-10T00:00:00,52782,4781,True
VIN104782,FamilySUV-M3,SUV,Green,Luxury,Hybrid,2024-04-18T00:00:00,evening,Line_2,Domestic,2024-05-07T00:00:00,107334,4782,True
VIN104783,LuxurySUV-L4,Premium SUV,Black,Base,ICE,2024-11-02T00:00:00,night,Line_2,Premium Export,2024-11-17T00:00:00,55525,4783,True
VIN104784,SportSedan-S2,Mid-size,White,Sport,ICE,2024-06-24T00:00:00,day,Line_1,Domestic,2024-07-17T00:00:00,63540,4784,True
VIN104785,CityHatch-C5,Compact,Silver,Sport,Hybrid,2024-07-31T00:00:00,day,Line_1,Domestic,2024-09-02T00:00:00,68648,4785,True
VIN104786,WorkTruck-T6,Commercial,Red,Luxury,ICE,2024-12-10T00:00:00,day,Line_2,Domestic,2025-01-06T00:00:00,74686,4786,True
VIN104787,CityHatch-C5,Compact,Black,Base,Hybrid,2024-10-17T00:00:00,evening,Line_2,Domestic,2024-10-31T00:00:00,39368,4787,True
VIN104788,SportSedan-S2,Mid-size,Gray,Luxury,Hybrid,2024-10-21T00:00:00,evening,Line_2,Domestic,2024-12-02T00:00:00,77465,4788,True
VIN104789,CityHatch-C5,Compact,White,Sport,ICE,2024-06-28T00:00:00,day,Line_2,Domestic,2024-08-02T00:00:00,77729,4789,True
VIN104790,CityHatch-C5,Compact,White,Premium,Hybrid,2024-10-12T00:00:00,day,Line_1,Domestic,2024-11-22T00:00:00,68197,4790,True
VIN104791,LuxurySUV-L4,Premium SUV,Blue,Base,ICE,2024-02-20T00:00:00,night,Line_1,Premium Export,2024-03-28T00:00:00,105082,4791,True
VIN104792,LuxurySUV-L4,Premium SUV,White,Base,Hybrid,2024-12-09T00:00:00,night,Line_2,Premium Export,2025-01-17T00:00:00,64653,4792,True
VIN104793,EcoSedan-X1,Compact,Blue,Sport,Hybrid,2024-01-25T00:00:00,night,Line_1,Domestic,2024-02-27T00:00:00,89990,4793,True
VIN104794,CityHatch-C5,Compact,Blue,Sport,ICE,2024-12-24T00:00:00,day,Line_1,Domestic,2025-01-23T00:00:00,74129,4794,True
VIN104795,CityHatch-C5,Compact,White,Luxury,ICE,2024-03-20T00:00:00,evening,Line_1,Domestic,2024-04-05T00:00:00,35195,4795,True
VIN104796,CityHatch-C5,Compact,Black,Luxury,ICE,2024-11-29T00:00:00,evening,Line_2,Domestic,2024-12-31T00:00:00,67716,4796,True
VIN104797,FamilySUV-M3,SUV,Silver,Base,Hybrid,2024-06-23T00:00:00,day,Line_1,Domestic,2024-07-17T00:00:00,108585,4797,True
VIN104798,EcoSedan-X1,Compact,Black,Luxury,ICE,2024-03-19T00:00:00,evening,Line_1,Export,2024-04-07T00:00:00,53463,4798,True
VIN104799,WorkTruck-T6,Commercial,White,Premium,ICE,2024-09-19T00:00:00,night,Line_1,Commercial Export,2024-11-02T00:00:00,103186,4799,True
VIN104800,LuxurySUV-L4,Premium SUV,Silver,Base,ICE,2024-06-19T00:00:00,day,Line_2,Premium Export,2024-07-16T00:00:00,52952,4800,True
VIN104801,CityHatch-C5,Compact,White,Premium,Electric,2024-03-01T00:00:00,night,Line_1,Domestic,2024-03-29T00:00:00,83159,4801,True
VIN104802,CityHatch-C5,Compact,White,Sport,ICE,2024-02-24T00:00:00,day,Line_1,Domestic,2024-03-19T00:00:00,72758,4802,False
VIN104803,FamilySUV-M3,SUV,Red,Base,ICE,2024-02-03T00:00:00,day,Line_2,Domestic,2024-03-15T00:00:00,89143,4803,True
VIN104804,EcoSedan-X1,Compact,White,Premium,ICE,2024-06-19T00:00:00,evening,Line_1,Export,2024-07-25T00:00:00,59599,4804,True
VIN104805,FamilySUV-M3,SUV,Blue,Luxury,ICE,2024-10-11T00:00:00,night,Line_1,Export,2024-11-23T00:00:00,104190,4805,True
VIN104806,EcoSedan-X1,Compact,Brown,Sport,Hybrid,2024-01-18T00:00:00,evening,Line_2,Export,2024-02-06T00:00:00,58539,4806,True
VIN104807,EcoSedan-X1,Compact,Green,Luxury,ICE,2024-02-01T00:00:00,evening,Line_1,Export,2024-03-08T00:00:00,65179,4807,True
VIN104808,EcoSedan-X1,Compact,Black,Sport,ICE,2024-09-04T00:00:00,night,Line_1,Export,2024-09-20T00:00:00,56881,4808,True
VIN104809,SportSedan-S2,Mid-size,Gray,Base,ICE,2024-09-10T00:00:00,day,Line_2,Premium Export,2024-10-13T00:00:00,81474,4809,True
VIN104810,WorkTruck-T6,Commercial,Blue,Sport,Hybrid,2024-02-16T00:00:00,night,Line_1,Domestic,2024-03-08T00:00:00,68860,4810,True
VIN104811,EcoSedan-X1,Compact,Black,Luxury,Hybrid,2024-03-27T00:00:00,day,Line_2,Export,2024-04-16T00:00:00,46515,4811,True
VIN104812,EcoSedan-X1,Compact,Gray,Base,Hybrid,2024-09-26T00:00:00,night,Line_2,Export,2024-11-08T00:00:00,80485,4812,True
VIN104813,SportSedan-S2,Mid-size,Silver,Luxury,ICE,2024-02-25T00:00:00,day,Line_2,Domestic,2024-03-10T00:00:00,55028,4813,True
VIN104814,CityHatch-C5,Compact,Red,Base,ICE,2024-05-05T00:00:00,night,Line_2,Domestic,2024-05-27T00:00:00,68522,4814,True
VIN104815,SportSedan-S2,Mid-size,Red,Sport,ICE,2024-12-24T00:00:00,day,Line_1,Premium Export,2025-01-17T00:00:00,56969,4815,True
VIN104816,CityHatch-C5,Compact,Black,Luxury,ICE,2024-01-20T00:00:00,night,Line_2,Domestic,2024-02-15T00:00:00,64646,4816,True
VIN104817,SportSedan-S2,Mid-size,Blue,Base,Hybrid,2024-09-17T00:00:00,day,Line_1,Premium Export,2024-10-01T00:00:00,72854,4817,True
VIN104818,EcoSedan-X1,Compact,White,Luxury,ICE,2024-11-01T00:00:00,evening,Line_2,Domestic,2024-12-13T00:00:00,67796,4818,True
VIN104819,CityHatch-C5,Compact,White,Premium,ICE,2024-02-07T00:00:00,day,Line_2,Domestic,2024-03-01T00:00:00,80914,4819,True
VIN104820,CityHatch-C5,Compact,Gray,Sport,ICE,2024-08-28T00:00:00,day,Line_2,Domestic,2024-09-30T00:00:00,85733,4820,True
VIN104821,CityHatch-C5,Compact,Black,Sport,ICE,2024-07-28T00:00:00,evening,Line_1,Domestic,2024-08-28T00:00:00,67473,4821,True
VIN104822,WorkTruck-T6,Commercial,Red,Base,Hybrid,2024-09-26T00:00:00,day,Line_1,Domestic,2024-10-12T00:00:00,63257,4822,True
VIN104823,FamilySUV-M3,SUV,Silver,Sport,ICE,2024-01-31T00:00:00,evening,Line_2,Export,2024-03-13T00:00:00,79746,4823,True
VIN104824,FamilySUV-M3,SUV,Silver,Sport,Hybrid,2024-03-31T00:00:00,night,Line_2,Domestic,2024-04-26T00:00:00,89879,4824,True
VIN104825,EcoSedan-X1,Compact,White,Base,ICE,2024-10-04T00:00:00,evening,Line_2,Domestic,2024-11-15T00:00:00,91340,4825,True
VIN104826,FamilySUV-M3,SUV,Green,Sport,Hybrid,2024-09-30T00:00:00,night,Line_2,Domestic,2024-10-18T00:00:00,64144,4826,True
VIN104827,EcoSedan-X1,Compact,Blue,Base,ICE,2024-09-28T00:00:00,night,Line_2,Domestic,2024-10-19T00:00:00,73480,4827,True
VIN104828,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-01-20T00:00:00,day,Line_2,Domestic,2024-02-11T00:00:00,116480,4828,True
VIN104829,WorkTruck-T6,Commercial,White,Base,ICE,2024-08-28T00:00:00,day,Line_1,Domestic,2024-10-01T00:00:00,48400,4829,True
VIN104830,FamilySUV-M3,SUV,Gray,Sport,ICE,2024-04-27T00:00:00,night,Line_1,Domestic,2024-06-06T00:00:00,55142,4830,True
VIN104831,SportSedan-S2,Mid-size,Black,Premium,ICE,2024-03-30T00:00:00,night,Line_1,Premium Export,2024-04-27T00:00:00,68707,4831,True
VIN104832,EcoSedan-X1,Compact,White,Sport,Hybrid,2024-12-04T00:00:00,evening,Line_1,Domestic,2024-12-22T00:00:00,73785,4832,True
VIN104833,CityHatch-C5,Compact,Green,Base,ICE,2024-03-02T00:00:00,day,Line_1,Domestic,2024-03-29T00:00:00,75047,4833,False
VIN104834,SportSedan-S2,Mid-size,Red,Premium,Hybrid,2024-12-12T00:00:00,day,Line_2,Premium Export,2025-01-03T00:00:00,90910,4834,True
VIN104835,LuxurySUV-L4,Premium SUV,Green,Base,ICE,2024-10-06T00:00:00,night,Line_1,Premium Export,2024-11-11T00:00:00,54436,4835,True
VIN104836,FamilySUV-M3,SUV,Silver,Base,ICE,2024-06-25T00:00:00,evening,Line_2,Domestic,2024-07-30T00:00:00,90298,4836,True
VIN104837,EcoSedan-X1,Compact,Black,Luxury,ICE,2024-10-14T00:00:00,night,Line_2,Export,2024-11-14T00:00:00,83350,4837,True
VIN104838,LuxurySUV-L4,Premium SUV,White,Luxury,ICE,2024-12-21T00:00:00,evening,Line_2,Premium Export,2025-01-25T00:00:00,120538,4838,True
VIN104839,CityHatch-C5,Compact,White,Premium,ICE,2024-02-29T00:00:00,day,Line_1,Domestic,2024-03-27T00:00:00,51529,4839,True
VIN104840,LuxurySUV-L4,Premium SUV,White,Sport,ICE,2024-06-09T00:00:00,night,Line_2,Premium Export,2024-06-27T00:00:00,74065,4840,True
VIN104841,FamilySUV-M3,SUV,White,Base,Hybrid,2024-02-11T00:00:00,day,Line_2,Domestic,2024-03-08T00:00:00,105316,4841,True
VIN104842,WorkTruck-T6,Commercial,Gray,Sport,ICE,2024-09-04T00:00:00,evening,Line_2,Commercial Export,2024-09-18T00:00:00,77835,4842,False
VIN104843,FamilySUV-M3,SUV,Red,Premium,ICE,2024-02-28T00:00:00,night,Line_2,Export,2024-03-17T00:00:00,75157,4843,True
VIN104844,EcoSedan-X1,Compact,Gray,Base,ICE,2024-12-05T00:00:00,evening,Line_1,Domestic,2025-01-16T00:00:00,55737,4844,True
